 12Z 10 08 2017 , 134.81, 40.49
 18Z 10 08 2017 , 484.15, 38.30
 00Z 11 08 2017 , 252.04, 43.98
 12Z 11 08 2017 , 131.89, 39.90
 00Z 12 08 2017 , 515.12, 36.18
 12Z 12 08 2017 , 1002.60, 44.95
 00Z 13 08 2017 , 420.45, 35.91
 18Z 13 08 2017 , 414.25, 35.75
 00Z 14 08 2017 , 256.68, 37.81
 12Z 14 08 2017 , 700.50, 41.90
 00Z 15 08 2017 , 217.29, 29.65
 12Z 15 08 2017 , 437.92, 28.99
 00Z 16 08 2017 , 18.92, 23.56
 12Z 16 08 2017 , 0.00, 15.79
 00Z 17 08 2017 , 0.00, 21.26
 12Z 17 08 2017 , 0.00, 19.76
 00Z 18 08 2017 , 0.00, 13.67
 12Z 18 08 2017 , 0.00, 16.27
 00Z 19 08 2017 , 0.00, 19.87
 18Z 19 08 2017 , 0.59, 26.83
 00Z 20 08 2017 , 6.60, 28.00
 12Z 20 08 2017 , 60.48, 34.51
 00Z 21 08 2017 , 59.05, 31.49
 12Z 21 08 2017 , 109.26, 33.56
 00Z 22 08 2017 , 18.45, 27.00
 12Z 22 08 2017 , 11.43, 32.15
 00Z 23 08 2017 , 290.34, 30.87
 12Z 23 08 2017 , 902.96, 37.72
 00Z 24 08 2017 , 284.92, 38.94
 12Z 24 08 2017 , 4.67, 30.31
 00Z 25 08 2017 , 99.31, 24.44
 12Z 25 08 2017 , 78.65, 28.15
 00Z 26 08 2017 , 19.96, 28.95
 12Z 26 08 2017 , 128.69, 34.32
 00Z 27 08 2017 , 93.65, 31.18
 12Z 27 08 2017 , 67.77, 35.68
 00Z 28 08 2017 , 0.00, 22.50
 12Z 28 08 2017 , 51.18, 25.79
 00Z 29 08 2017 , 21.79, 25.39
 12Z 29 08 2017 , 21.23, 29.98
 00Z 30 08 2017 , 42.89, 25.50
 12Z 30 08 2017 , 0.00, 32.43
 00Z 31 08 2017 , 0.00, 19.62
 12Z 31 08 2017 , 0.00, 12.27
 00Z 01 09 2017 , 0.00, 15.29
 12Z 01 09 2017 , 0.00, 15.42
 00Z 02 09 2017 , 0.00, 14.65
 12Z 02 09 2017 , 1045.17, 31.12
 00Z 03 09 2017 , 89.93, 34.40
 12Z 03 09 2017 , 459.45, 37.69
 00Z 04 09 2017 , 180.91, 31.48
 12Z 04 09 2017 , 1008.99, 30.39
 00Z 05 09 2017 , 733.99, 31.78
 12Z 05 09 2017 , 463.30, 30.60
 00Z 06 09 2017 , 21.22, 21.00
 12Z 06 09 2017 , 0.00, 20.02
 00Z 07 09 2017 , 6.71, 20.67
 12Z 07 09 2017 , 61.68, 23.26
 00Z 08 09 2017 , 162.64, 25.30
 12Z 08 09 2017 , 117.92, 31.96
 12Z 09 09 2017 , 54.46, 40.74
 00Z 10 09 2017 , 176.03, 32.64
 12Z 10 09 2017 , 369.58, 35.35
 00Z 11 09 2017 , 49.36, 29.73
 12Z 11 09 2017 , 0.04, 27.10
 00Z 12 09 2017 , 142.59, 30.46
 12Z 12 09 2017 , 58.60, 27.99
 00Z 13 09 2017 , 33.96, 21.74
 12Z 13 09 2017 , 72.07, 27.58
 00Z 14 09 2017 , 233.01, 31.14
 12Z 14 09 2017 , 564.21, 32.67
 00Z 15 09 2017 , 115.58, 25.91
 12Z 15 09 2017 , 362.65, 26.41
 00Z 16 09 2017 , 228.40, 25.12
 12Z 16 09 2017 , 680.73, 26.07
 00Z 17 09 2017 , 329.61, 25.52
 12Z 17 09 2017 , 482.11, 23.88
 00Z 18 09 2017 , 0.00, 17.24
 12Z 18 09 2017 , 0.00, 23.07
 00Z 19 09 2017 , 0.00, 17.00
 12Z 19 09 2017 , 431.69, 23.87
 00Z 20 09 2017 , 24.84, 23.56
 12Z 20 09 2017 , 270.30, 21.20
 00Z 21 09 2017 , 24.22, 21.70
 12Z 21 09 2017 , 0.00, 22.51
 00Z 22 09 2017 , 0.00, 20.59
 12Z 22 09 2017 , 0.00, 27.46
 00Z 23 09 2017 , 0.00, 24.18
 12Z 23 09 2017 , 0.00, 25.33
 00Z 24 09 2017 , 0.00, 10.86
 12Z 24 09 2017 , 0.00, 10.42
 00Z 25 09 2017 , 0.00, 8.71
 12Z 25 09 2017 , 0.00, 8.85
 00Z 26 09 2017 , 0.00, 7.26
 12Z 26 09 2017 , 0.00, 9.10
 00Z 27 09 2017 , 0.00, 11.28
 12Z 27 09 2017 , 0.00, 12.02
 00Z 28 09 2017 , 0.00, 12.39
 12Z 28 09 2017 , 0.00, 11.52
 00Z 29 09 2017 , 0.00, 17.60
 12Z 29 09 2017 , 0.00, 21.26
 00Z 30 09 2017 , 81.64, 21.23
 12Z 30 09 2017 , 0.00, 20.76
 00Z 01 10 2017 , 0.00, 15.47
 12Z 01 10 2017 , 0.00, 11.60
 00Z 02 10 2017 , 0.00, 9.93
 12Z 02 10 2017 , 0.00, 11.50
 00Z 04 10 2017 , 0.00, 15.61
 12Z 04 10 2017 , 0.00, 23.42
 00Z 05 10 2017 , 1.74, 32.14
 12Z 05 10 2017 , 0.00, 32.18
 00Z 06 10 2017 , 0.00, 27.79
 12Z 06 10 2017 , 0.00, 28.28
 00Z 07 10 2017 , 0.00, 4.93
 12Z 07 10 2017 , 0.00, 5.23
 00Z 08 10 2017 , 0.00, 3.83
 12Z 08 10 2017 , 0.00, 4.49
 00Z 09 10 2017 , 0.00, 6.48
 12Z 09 10 2017 , 0.00, 12.35
 00Z 10 10 2017 , 0.00, 12.80
 12Z 10 10 2017 , 0.00, 11.80
 00Z 11 10 2017 , 0.00, 13.10
 12Z 11 10 2017 , 0.00, 12.91
