 28 05 2017 , 0.00, 6.67
 29 05 2017 , 0.00, 8.12
 30 05 2017 , 0.00, 15.18
 31 05 2017 , 0.00, 18.22
 01 06 2017 , 0.00, 14.39
 02 06 2017 , 0.00, 14.17
 03 06 2017 , 0.00, 19.13
 04 06 2017 , 0.00, 19.60
 05 06 2017 , 0.00, 18.98
 06 06 2017 , 0.00, 21.79
 07 06 2017 , 0.00, 23.12
 08 06 2017 , 1.53, 23.84
 09 06 2017 , 0.00, 17.78
 10 06 2017 , 0.00, 11.72
 11 06 2017 , 0.00, 5.18
 12 06 2017 , 0.00, 8.63
 13 06 2017 , 0.00, 6.56
 14 06 2017 , 0.00, 4.45
 15 06 2017 , 0.00, 4.23
 16 06 2017 , 0.00, 6.29
 17 06 2017 , 0.00, 6.99
 18 06 2017 , 0.00, 10.76
 19 06 2017 , 0.00, 13.93
 20 06 2017 , 0.00, 25.65
 21 06 2017 , 0.00, 25.58
 22 06 2017 , 144.06, 28.29
 23 06 2017 , 862.15, 29.38
 24 06 2017 , 0.00, 22.45
 25 06 2017 , 394.65, 28.37
 26 06 2017 , 126.00, 29.85
 27 06 2017 , 223.76, 23.19
 28 06 2017 , 0.00, 15.77
 29 06 2017 , 0.00, 11.65
 30 06 2017 , 0.00, 6.51
 01 07 2017 , 0.00, 12.41
 02 07 2017 , 0.00, 21.28
 03 07 2017 , 97.62, 29.80
 04 07 2017 , 235.12, 30.05
 05 07 2017 , 208.70, 29.78
 06 07 2017 , 243.29, 30.93
 07 07 2017 , 20.11, 25.13
 08 07 2017 , 292.61, 30.98
 09 07 2017 , 533.79, 37.26
 10 07 2017 , 240.83, 40.37
 11 07 2017 , 92.63, 38.08
 12 07 2017 , 921.28, 45.15
 13 07 2017 , 857.00, 41.05
 14 07 2017 , 141.30, 43.14
 15 07 2017 , 995.81, 45.19
 16 07 2017 , 279.99, 41.80
 17 07 2017 , 470.20, 46.69
 18 07 2017 , 797.75, 48.56
 19 07 2017 , 27.83, 45.75
 20 07 2017 , 303.33, 44.54
 21 07 2017 , 715.60, 47.15
 22 07 2017 , 1251.45, 47.21
 23 07 2017 , 574.41, 50.32
 24 07 2017 , 815.58, 51.19
 25 07 2017 , 1199.90, 46.33
 26 07 2017 , 138.42, 40.32
 27 07 2017 , 624.73, 41.65
 28 07 2017 , 351.39, 44.03
 29 07 2017 , 217.24, 44.51
